timestamp,state,city,population,hourly_energy_usage
2025-02-11 19:00,Georgia,Atlanta,500000,1091981.17
2025-02-11 20:00,Georgia,Atlanta,500000,923696.17
2025-02-11 21:00,Georgia,Atlanta,500000,830030.44
2025-02-11 22:00,Georgia,Atlanta,500000,690808.38
2025-02-11 23:00,Georgia,Atlanta,500000,568415.05
2025-02-12 00:00,Georgia,Atlanta,500000,453616.75
2025-02-12 01:00,Georgia,Atlanta,500000,387187.04
2025-02-12 02:00,Georgia,Atlanta,500000,307878.61
2025-02-12 03:00,Georgia,Atlanta,500000,307973.26
2025-02-12 04:00,Georgia,Atlanta,500000,381615.15
2025-02-12 05:00,Georgia,Atlanta,500000,621269.63
2025-02-12 06:00,Georgia,Atlanta,500000,625945.21
2025-02-12 07:00,Georgia,Atlanta,500000,763528.56
2025-02-12 08:00,Georgia,Atlanta,500000,935541.42
2025-02-12 09:00,Georgia,Atlanta,500000,1043003.14
2025-02-12 10:00,Georgia,Atlanta,500000,901497.03
2025-02-12 11:00,Georgia,Atlanta,500000,875159.1
2025-02-12 12:00,Georgia,Atlanta,500000,840507.28
2025-02-12 13:00,Georgia,Atlanta,500000,973769.47
2025-02-12 14:00,Georgia,Atlanta,500000,971623.96
2025-02-12 15:00,Georgia,Atlanta,500000,1191408.04
2025-02-12 16:00,Georgia,Atlanta,500000,1119331.71
2025-02-12 17:00,Georgia,Atlanta,500000,1002257.21
2025-02-12 18:00,Georgia,Atlanta,500000,1124666.43
2025-02-12 19:00,Georgia,Atlanta,500000,1066510.69
2025-02-12 20:00,Georgia,Atlanta,500000,915633.76
2025-02-12 21:00,Georgia,Atlanta,500000,863986.06
2025-02-12 22:00,Georgia,Atlanta,500000,736612.27
2025-02-12 23:00,Georgia,Atlanta,500000,566784.93
2025-02-13 00:00,Georgia,Atlanta,500000,476500.03
2025-02-13 01:00,Georgia,Atlanta,500000,376257.91
2025-02-13 02:00,Georgia,Atlanta,500000,317077.48
2025-02-13 03:00,Georgia,Atlanta,500000,316902.84
2025-02-13 04:00,Georgia,Atlanta,500000,391073.19
2025-02-13 05:00,Georgia,Atlanta,500000,596480.83
2025-02-13 06:00,Georgia,Atlanta,500000,645170.23
2025-02-13 07:00,Georgia,Atlanta,500000,744493.13
2025-02-13 08:00,Georgia,Atlanta,500000,896588.06
2025-02-13 09:00,Georgia,Atlanta,500000,1061894.52
2025-02-13 10:00,Georgia,Atlanta,500000,942034.82
2025-02-13 11:00,Georgia,Atlanta,500000,839636.22
2025-02-13 12:00,Georgia,Atlanta,500000,841058.13
2025-02-13 13:00,Georgia,Atlanta,500000,932685.79
2025-02-13 14:00,Georgia,Atlanta,500000,1059868.92
2025-02-13 15:00,Georgia,Atlanta,500000,1167829.29
2025-02-13 16:00,Georgia,Atlanta,500000,1124579.62
2025-02-13 17:00,Georgia,Atlanta,500000,1060068.04
2025-02-13 18:00,Georgia,Atlanta,500000,1227496.86
2025-02-13 19:00,Georgia,Atlanta,500000,1058109.92
2025-02-13 20:00,Georgia,Atlanta,500000,961220.09
2025-02-13 21:00,Georgia,Atlanta,500000,870838.08
2025-02-13 22:00,Georgia,Atlanta,500000,733258.39
2025-02-13 23:00,Georgia,Atlanta,500000,564970.81
2025-02-14 00:00,Georgia,Atlanta,500000,458995.41
2025-02-14 01:00,Georgia,Atlanta,500000,394065.43
2025-02-14 02:00,Georgia,Atlanta,500000,317663.36
2025-02-14 03:00,Georgia,Atlanta,500000,310077.76
2025-02-14 04:00,Georgia,Atlanta,500000,371149.5
2025-02-14 05:00,Georgia,Atlanta,500000,644899.47
2025-02-14 06:00,Georgia,Atlanta,500000,623365.78
2025-02-14 07:00,Georgia,Atlanta,500000,781052.74
2025-02-14 08:00,Georgia,Atlanta,500000,958241.74
2025-02-14 09:00,Georgia,Atlanta,500000,999726.95
2025-02-14 10:00,Georgia,Atlanta,500000,955110.83
2025-02-14 11:00,Georgia,Atlanta,500000,858312.23
2025-02-14 12:00,Georgia,Atlanta,500000,822815.37
2025-02-14 13:00,Georgia,Atlanta,500000,940591.39
2025-02-14 14:00,Georgia,Atlanta,500000,1012307.47
2025-02-14 15:00,Georgia,Atlanta,500000,1165881.18
2025-02-14 16:00,Georgia,Atlanta,500000,1089056.97
2025-02-14 17:00,Georgia,Atlanta,500000,1013515.58
2025-02-14 18:00,Georgia,Atlanta,500000,1165120.57
2025-02-14 19:00,Georgia,Atlanta,500000,1101331.74
2025-02-14 20:00,Georgia,Atlanta,500000,977055.39
2025-02-14 21:00,Georgia,Atlanta,500000,873466.25
2025-02-14 22:00,Georgia,Atlanta,500000,711633.49
2025-02-14 23:00,Georgia,Atlanta,500000,567796.22
2025-02-15 00:00,Georgia,Atlanta,500000,534713.74
2025-02-15 01:00,Georgia,Atlanta,500000,440969.91
2025-02-15 02:00,Georgia,Atlanta,500000,355179.76
2025-02-15 03:00,Georgia,Atlanta,500000,334159.18
2025-02-15 04:00,Georgia,Atlanta,500000,436449.3
2025-02-15 05:00,Georgia,Atlanta,500000,661832.38
2025-02-15 06:00,Georgia,Atlanta,500000,707013.62
2025-02-15 07:00,Georgia,Atlanta,500000,863477.24
2025-02-15 08:00,Georgia,Atlanta,500000,981591.71
2025-02-15 09:00,Georgia,Atlanta,500000,1142673.32
2025-02-15 10:00,Georgia,Atlanta,500000,1001461.56
2025-02-15 11:00,Georgia,Atlanta,500000,930105.15
2025-02-15 12:00,Georgia,Atlanta,500000,984979.54
2025-02-15 13:00,Georgia,Atlanta,500000,1017729.62
2025-02-15 14:00,Georgia,Atlanta,500000,1119109.76
2025-02-15 15:00,Georgia,Atlanta,500000,1283227.02
2025-02-15 16:00,Georgia,Atlanta,500000,1213031.33
2025-02-15 17:00,Georgia,Atlanta,500000,1091332.6
2025-02-15 18:00,Georgia,Atlanta,500000,1290338.51
2025-02-15 19:00,Georgia,Atlanta,500000,1241825.15
2025-02-15 20:00,Georgia,Atlanta,500000,1077912.49
2025-02-15 21:00,Georgia,Atlanta,500000,938342.67
2025-02-15 22:00,Georgia,Atlanta,500000,777571.82
2025-02-15 23:00,Georgia,Atlanta,500000,624555.75
2025-02-16 00:00,Georgia,Atlanta,500000,496191.18
2025-02-16 01:00,Georgia,Atlanta,500000,437579.7
2025-02-16 02:00,Georgia,Atlanta,500000,350124.03
2025-02-16 03:00,Georgia,Atlanta,500000,344770.96
2025-02-16 04:00,Georgia,Atlanta,500000,420336.33
2025-02-16 05:00,Georgia,Atlanta,500000,714334.95
2025-02-16 06:00,Georgia,Atlanta,500000,655601.77
2025-02-16 07:00,Georgia,Atlanta,500000,820000.3
2025-02-16 08:00,Georgia,Atlanta,500000,1013790.65
2025-02-16 09:00,Georgia,Atlanta,500000,1137050.5
2025-02-16 10:00,Georgia,Atlanta,500000,1022175.96
2025-02-16 11:00,Georgia,Atlanta,500000,913395.3
2025-02-16 12:00,Georgia,Atlanta,500000,976886.87
2025-02-16 13:00,Georgia,Atlanta,500000,1016195.03
2025-02-16 14:00,Georgia,Atlanta,500000,1160915.68
2025-02-16 15:00,Georgia,Atlanta,500000,1317306.97
2025-02-16 16:00,Georgia,Atlanta,500000,1231517.61
2025-02-16 17:00,Georgia,Atlanta,500000,1098855.93
2025-02-16 18:00,Georgia,Atlanta,500000,1279452.44
2025-02-16 19:00,Georgia,Atlanta,500000,1236142.21
2025-02-16 20:00,Georgia,Atlanta,500000,1079561.16
2025-02-16 21:00,Georgia,Atlanta,500000,962632.38
2025-02-16 22:00,Georgia,Atlanta,500000,756155.74
2025-02-16 23:00,Georgia,Atlanta,500000,586350.08
2025-02-17 00:00,Georgia,Atlanta,500000,462900.14
2025-02-17 01:00,Georgia,Atlanta,500000,370790.49
2025-02-17 02:00,Georgia,Atlanta,500000,326442.02
2025-02-17 03:00,Georgia,Atlanta,500000,304584.88
2025-02-17 04:00,Georgia,Atlanta,500000,376997.75
2025-02-17 05:00,Georgia,Atlanta,500000,607952.05
2025-02-17 06:00,Georgia,Atlanta,500000,604070.73
2025-02-17 07:00,Georgia,Atlanta,500000,811980.11
2025-02-17 08:00,Georgia,Atlanta,500000,981586.87
2025-02-17 09:00,Georgia,Atlanta,500000,973580.2
2025-02-17 10:00,Georgia,Atlanta,500000,921108.55
2025-02-17 11:00,Georgia,Atlanta,500000,879710.98
2025-02-17 12:00,Georgia,Atlanta,500000,815174.79
2025-02-17 13:00,Georgia,Atlanta,500000,969552.25
2025-02-17 14:00,Georgia,Atlanta,500000,1049135.17
2025-02-17 15:00,Georgia,Atlanta,500000,1218920.48
2025-02-17 16:00,Georgia,Atlanta,500000,1109992.29
2025-02-17 17:00,Georgia,Atlanta,500000,1032227.69
2025-02-17 18:00,Georgia,Atlanta,500000,1210079.32
2025-02-17 19:00,Georgia,Atlanta,500000,1082792.01
2025-02-17 20:00,Georgia,Atlanta,500000,931338.78
2025-02-17 21:00,Georgia,Atlanta,500000,881297.65
2025-02-17 22:00,Georgia,Atlanta,500000,673946.71
2025-02-17 23:00,Georgia,Atlanta,500000,543079.72
2025-02-18 00:00,Georgia,Atlanta,500000,447627.98
2025-02-18 01:00,Georgia,Atlanta,500000,381962.15
2025-02-18 02:00,Georgia,Atlanta,500000,299448.89
2025-02-18 03:00,Georgia,Atlanta,500000,327176.84
2025-02-18 04:00,Georgia,Atlanta,500000,387029.13
2025-02-18 05:00,Georgia,Atlanta,500000,618991.92
2025-02-18 06:00,Georgia,Atlanta,500000,639592.21
2025-02-18 07:00,Georgia,Atlanta,500000,748438.14
2025-02-18 08:00,Georgia,Atlanta,500000,941156.68
2025-02-18 09:00,Georgia,Atlanta,500000,1019605.59
2025-02-18 10:00,Georgia,Atlanta,500000,912489.92
2025-02-18 11:00,Georgia,Atlanta,500000,855367.55
2025-02-18 12:00,Georgia,Atlanta,500000,824668.53
2025-02-18 13:00,Georgia,Atlanta,500000,930058.62
2025-02-18 14:00,Georgia,Atlanta,500000,1033016.83
2025-02-18 15:00,Georgia,Atlanta,500000,1149907.14
2025-02-18 16:00,Georgia,Atlanta,500000,1064101.22
2025-02-18 17:00,Georgia,Atlanta,500000,987290.17
2025-02-18 18:00,Georgia,Atlanta,500000,1144574.9
2025-02-18 19:00,Georgia,Atlanta,500000,1140305.6
2025-02-18 20:00,Georgia,Atlanta,500000,928955.83
2025-02-18 21:00,Georgia,Atlanta,500000,840993.0
2025-02-18 22:00,Georgia,Atlanta,500000,705203.96
2025-02-18 23:00,Georgia,Atlanta,500000,562149.52
2025-02-19 00:00,Georgia,Atlanta,500000,445801.51
2025-02-19 01:00,Georgia,Atlanta,500000,393400.61
2025-02-19 02:00,Georgia,Atlanta,500000,315830.9
2025-02-19 03:00,Georgia,Atlanta,500000,320389.8
2025-02-19 04:00,Georgia,Atlanta,500000,389463.74
2025-02-19 05:00,Georgia,Atlanta,500000,608157.45
2025-02-19 06:00,Georgia,Atlanta,500000,630645.54
2025-02-19 07:00,Georgia,Atlanta,500000,811060.39
2025-02-19 08:00,Georgia,Atlanta,500000,936302.9
2025-02-19 09:00,Georgia,Atlanta,500000,1039861.12
2025-02-19 10:00,Georgia,Atlanta,500000,961205.45
2025-02-19 11:00,Georgia,Atlanta,500000,885939.01
2025-02-19 12:00,Georgia,Atlanta,500000,826844.92
2025-02-19 13:00,Georgia,Atlanta,500000,945329.59
2025-02-19 14:00,Georgia,Atlanta,500000,996710.0
2025-02-19 15:00,Georgia,Atlanta,500000,1135611.75
2025-02-19 16:00,Georgia,Atlanta,500000,1121946.01
2025-02-19 17:00,Georgia,Atlanta,500000,995810.3
2025-02-19 18:00,Georgia,Atlanta,500000,1147812.95
2025-02-19 19:00,Georgia,Atlanta,500000,1071780.87
2025-02-19 20:00,Georgia,Atlanta,500000,955280.04
2025-02-19 21:00,Georgia,Atlanta,500000,836962.7
2025-02-19 22:00,Georgia,Atlanta,500000,673667.18
2025-02-19 23:00,Georgia,Atlanta,500000,528318.22
2025-02-20 00:00,Georgia,Atlanta,500000,456646.82
2025-02-20 01:00,Georgia,Atlanta,500000,385092.69
2025-02-20 02:00,Georgia,Atlanta,500000,322550.78
2025-02-20 03:00,Georgia,Atlanta,500000,304415.97
2025-02-20 04:00,Georgia,Atlanta,500000,371260.98
2025-02-20 05:00,Georgia,Atlanta,500000,641108.85
2025-02-20 06:00,Georgia,Atlanta,500000,629073.0
2025-02-20 07:00,Georgia,Atlanta,500000,780753.9
2025-02-20 08:00,Georgia,Atlanta,500000,978578.15
2025-02-20 09:00,Georgia,Atlanta,500000,1064570.35
2025-02-20 10:00,Georgia,Atlanta,500000,928605.6
2025-02-20 11:00,Georgia,Atlanta,500000,860864.68
2025-02-20 12:00,Georgia,Atlanta,500000,825599.81
2025-02-20 13:00,Georgia,Atlanta,500000,933709.94
2025-02-20 14:00,Georgia,Atlanta,500000,991069.03
2025-02-20 15:00,Georgia,Atlanta,500000,1215918.64
2025-02-20 16:00,Georgia,Atlanta,500000,1077898.6
2025-02-20 17:00,Georgia,Atlanta,500000,1015998.14
2025-02-20 18:00,Georgia,Atlanta,500000,1145722.78
2025-02-20 19:00,Georgia,Atlanta,500000,1085471.08
2025-02-20 20:00,Georgia,Atlanta,500000,942934.67
2025-02-20 21:00,Georgia,Atlanta,500000,820726.45
2025-02-20 22:00,Georgia,Atlanta,500000,684464.26
2025-02-20 23:00,Georgia,Atlanta,500000,539609.19
2025-02-07 00:00,Texas,Austin,965000,887740.77
2025-02-07 01:00,Texas,Austin,965000,754979.19
2025-02-07 02:00,Texas,Austin,965000,581039.24
2025-02-07 03:00,Texas,Austin,965000,577155.3
2025-02-07 04:00,Texas,Austin,965000,757649.46
2025-02-07 05:00,Texas,Austin,965000,1158718.97
2025-02-07 06:00,Texas,Austin,965000,1191728.64
2025-02-07 07:00,Texas,Austin,965000,1578032.27
2025-02-07 08:00,Texas,Austin,965000,1735066.21
2025-02-07 09:00,Texas,Austin,965000,1872105.44
2025-02-07 10:00,Texas,Austin,965000,1896211.86
2025-02-07 11:00,Texas,Austin,965000,1658669.36
2025-02-07 12:00,Texas,Austin,965000,1704243.91
2025-02-07 13:00,Texas,Austin,965000,1837293.07
2025-02-07 14:00,Texas,Austin,965000,1953329.54
2025-02-07 15:00,Texas,Austin,965000,2224363.67
2025-02-07 16:00,Texas,Austin,965000,2209474.84
2025-02-07 17:00,Texas,Austin,965000,2037658.27
2025-02-07 18:00,Texas,Austin,965000,2187444.18
2025-02-07 19:00,Texas,Austin,965000,2059886.96
2025-02-07 20:00,Texas,Austin,965000,1780968.64
2025-02-07 21:00,Texas,Austin,965000,1683838.63
2025-02-07 22:00,Texas,Austin,965000,1367788.93
2025-02-07 23:00,Texas,Austin,965000,1085442.36
2025-02-08 00:00,Texas,Austin,965000,1032036.24
2025-02-08 01:00,Texas,Austin,965000,833842.14
2025-02-08 02:00,Texas,Austin,965000,692208.83
2025-02-08 03:00,Texas,Austin,965000,649456.27
2025-02-08 04:00,Texas,Austin,965000,832512.33
2025-02-08 05:00,Texas,Austin,965000,1379577.04
2025-02-08 06:00,Texas,Austin,965000,1383613.42
2025-02-08 07:00,Texas,Austin,965000,1701841.94
2025-02-08 08:00,Texas,Austin,965000,2045655.92
2025-02-08 09:00,Texas,Austin,965000,2064204.6
2025-02-08 10:00,Texas,Austin,965000,1931455.37
2025-02-08 11:00,Texas,Austin,965000,1842980.2
2025-02-08 12:00,Texas,Austin,965000,1849304.53
2025-02-08 13:00,Texas,Austin,965000,1988043.37
2025-02-08 14:00,Texas,Austin,965000,2117617.82
2025-02-08 15:00,Texas,Austin,965000,2498802.32
2025-02-08 16:00,Texas,Austin,965000,2408740.74
2025-02-08 17:00,Texas,Austin,965000,2193463.46
2025-02-08 18:00,Texas,Austin,965000,2422517.65
2025-02-08 19:00,Texas,Austin,965000,2261318.6
2025-02-08 20:00,Texas,Austin,965000,2051483.12
2025-02-08 21:00,Texas,Austin,965000,1829417.32
2025-02-08 22:00,Texas,Austin,965000,1424006.61
2025-02-08 23:00,Texas,Austin,965000,1201112.21
2025-02-09 00:00,Texas,Austin,965000,954489.99
2025-02-09 01:00,Texas,Austin,965000,824353.48
2025-02-09 02:00,Texas,Austin,965000,656267.52
2025-02-09 03:00,Texas,Austin,965000,679522.03
2025-02-09 04:00,Texas,Austin,965000,835369.64
2025-02-09 05:00,Texas,Austin,965000,1388653.87
2025-02-09 06:00,Texas,Austin,965000,1317413.47
2025-02-09 07:00,Texas,Austin,965000,1662106.12
2025-02-09 08:00,Texas,Austin,965000,2043869.17
2025-02-09 09:00,Texas,Austin,965000,2098580.74
2025-02-09 10:00,Texas,Austin,965000,2072506.97
2025-02-09 11:00,Texas,Austin,965000,1830290.79
2025-02-09 12:00,Texas,Austin,965000,1912362.27
2025-02-09 13:00,Texas,Austin,965000,1980034.82
2025-02-09 14:00,Texas,Austin,965000,2200741.45
2025-02-09 15:00,Texas,Austin,965000,2370410.1
2025-02-09 16:00,Texas,Austin,965000,2220130.35
2025-02-09 17:00,Texas,Austin,965000,2174710.03
2025-02-09 18:00,Texas,Austin,965000,2525484.04
2025-02-09 19:00,Texas,Austin,965000,2313074.81
2025-02-09 20:00,Texas,Austin,965000,1963134.04
2025-02-09 21:00,Texas,Austin,965000,1846471.98
2025-02-09 22:00,Texas,Austin,965000,1478310.32
2025-02-09 23:00,Texas,Austin,965000,1195786.24
2025-02-10 00:00,Texas,Austin,965000,858835.54
2025-02-10 01:00,Texas,Austin,965000,764683.7
2025-02-10 02:00,Texas,Austin,965000,622666.73
2025-02-10 03:00,Texas,Austin,965000,608906.35
2025-02-10 04:00,Texas,Austin,965000,754978.01
2025-02-10 05:00,Texas,Austin,965000,1184235.23
2025-02-10 06:00,Texas,Austin,965000,1158527.78
2025-02-10 07:00,Texas,Austin,965000,1505954.02
2025-02-10 08:00,Texas,Austin,965000,1756031.28
2025-02-10 09:00,Texas,Austin,965000,2021294.02
2025-02-10 10:00,Texas,Austin,965000,1876847.45
2025-02-10 11:00,Texas,Austin,965000,1722042.02
2025-02-10 12:00,Texas,Austin,965000,1578220.07
2025-02-10 13:00,Texas,Austin,965000,1758970.09
2025-02-10 14:00,Texas,Austin,965000,2020498.78
2025-02-10 15:00,Texas,Austin,965000,2247123.77
2025-02-10 16:00,Texas,Austin,965000,2056024.46
2025-02-10 17:00,Texas,Austin,965000,1989689.05
2025-02-10 18:00,Texas,Austin,965000,2245073.34
2025-02-10 19:00,Texas,Austin,965000,2072036.35
2025-02-10 20:00,Texas,Austin,965000,1810916.65
2025-02-10 21:00,Texas,Austin,965000,1683664.68
2025-02-10 22:00,Texas,Austin,965000,1317406.75
2025-02-10 23:00,Texas,Austin,965000,1094768.22
2025-02-11 00:00,Texas,Austin,965000,890429.29
2025-02-11 01:00,Texas,Austin,965000,733832.49
2025-02-11 02:00,Texas,Austin,965000,610355.34
2025-02-11 03:00,Texas,Austin,965000,603623.76
2025-02-11 04:00,Texas,Austin,965000,777467.49
2025-02-11 05:00,Texas,Austin,965000,1205857.16
2025-02-11 06:00,Texas,Austin,965000,1224741.82
2025-02-11 07:00,Texas,Austin,965000,1576466.58
2025-02-11 08:00,Texas,Austin,965000,1743659.75
2025-02-11 09:00,Texas,Austin,965000,1910858.18
2025-02-11 10:00,Texas,Austin,965000,1783219.63
2025-02-11 11:00,Texas,Austin,965000,1705398.89
2025-02-11 12:00,Texas,Austin,965000,1691946.29
2025-02-11 13:00,Texas,Austin,965000,1826941.99
2025-02-11 14:00,Texas,Austin,965000,2027130.16
2025-02-11 15:00,Texas,Austin,965000,2306316.22
2025-02-11 16:00,Texas,Austin,965000,2143614.63
2025-02-11 17:00,Texas,Austin,965000,1963517.01
2025-02-11 18:00,Texas,Austin,965000,2345667.94
2025-02-11 19:00,Texas,Austin,965000,2144619.13
2025-02-11 20:00,Texas,Austin,965000,1882245.92
2025-02-11 21:00,Texas,Austin,965000,1695463.23
2025-02-11 22:00,Texas,Austin,965000,1378310.58
2025-02-11 23:00,Texas,Austin,965000,1019931.26
2025-02-12 00:00,Texas,Austin,965000,905054.84
2025-02-12 01:00,Texas,Austin,965000,785574.0
2025-02-12 02:00,Texas,Austin,965000,610955.56
2025-02-12 03:00,Texas,Austin,965000,586472.32
2025-02-12 04:00,Texas,Austin,965000,741810.26
2025-02-12 05:00,Texas,Austin,965000,1219296.28
2025-02-12 06:00,Texas,Austin,965000,1263967.55
2025-02-12 07:00,Texas,Austin,965000,1534367.45
2025-02-12 08:00,Texas,Austin,965000,1833362.27
2025-02-12 09:00,Texas,Austin,965000,1943015.69
2025-02-12 10:00,Texas,Austin,965000,1778945.79
2025-02-12 11:00,Texas,Austin,965000,1584518.25
2025-02-12 12:00,Texas,Austin,965000,1699640.98
2025-02-12 13:00,Texas,Austin,965000,1771239.3
2025-02-12 14:00,Texas,Austin,965000,1955453.45
2025-02-12 15:00,Texas,Austin,965000,2194141.43
